Location,Rural/Urban,School Category,School Management,Primary (I-V),Secondary (IX-X),Higher Secondary (XI-XII)
ANANTAPUR,Rural,HSS (I-XII),Department of Education,201,929,977
ANANTAPUR,Rural,HSS (VI-XII),Department of Education,0,4116,3192
ANANTAPUR,Urban,HSS (VI-XII),Department of Education,0,1201,860
ANANTAPUR,Rural,HSS (XI-XII),Department of Education,0,0,8430
ANANTAPUR,Urban,HSS (XI-XII),Department of Education,0,0,11203
ANANTAPUR,Rural,PS (I-V),Department of Education,270,0,0
ANANTAPUR,Urban,PS (I-V),Department of Education,176,0,0
ANANTAPUR,Rural,SS (I-X),Department of Education,431,808,0
ANANTAPUR,Urban,SS (I-X),Department of Education,163,287,0
ANANTAPUR,Rural,SS (VI-X),Department of Education,0,4212,0
ANANTAPUR,Urban,SS (VI-X),Department of Education,0,3879,0
ANANTAPUR,Rural,UPS (I-VIII),Department of Education,180,0,0
ANANTAPUR,Rural,HSS (XI-XII),Government Aided,0,0,619
ANANTAPUR,Urban,HSS (XI-XII),Government Aided,0,0,1459
ANANTAPUR,Rural,PS (I-V),Government Aided,490,0,0
ANANTAPUR,Urban,PS (I-V),Government Aided,889,0,0
ANANTAPUR,Rural,SS (VI-X),Government Aided,0,303,0
ANANTAPUR,Urban,SS (VI-X),Government Aided,0,834,0
ANANTAPUR,Rural,UPS (I-VIII),Government Aided,283,0,0
ANANTAPUR,Urban,UPS (I-VIII),Government Aided,133,0,0
ANANTAPUR,Rural,HSS (VI-XII),Jawahar Navodaya Vidyalaya,0,163,84
ANANTAPUR,Rural,SS (I-X),Kendriya Vidyalaya / Central School,248,71,0
ANANTAPUR,Urban,SS (I-X),Kendriya Vidyalaya / Central School,436,158,0
ANANTAPUR,Rural,SS (VI-X),Kendriya Vidyalaya / Central School,0,71,0
ANANTAPUR,Rural,PS (I-V),Local body,134025,0,0
ANANTAPUR,Urban,PS (I-V),Local body,23858,0,0
ANANTAPUR,Rural,SS (I-X),Local body,2251,3963,0
ANANTAPUR,Urban,SS (I-X),Local body,1220,1352,0
ANANTAPUR,Rural,SS (VI-X),Local body,0,40351,0
ANANTAPUR,Urban,SS (VI-X),Local body,0,10146,0
ANANTAPUR,Rural,UPS (I-VIII),Local body,31040,0,0
ANANTAPUR,Urban,UPS (I-VIII),Local body,6023,0,0
ANANTAPUR,Rural,UPS (VI-VIII),Local body,0,0,0
ANANTAPUR,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),0,0,0
ANANTAPUR,Urban,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),86,0,0
ANANTAPUR,Rural,PS (I-V),Madarsa unrecognized,75,0,0
ANANTAPUR,Urban,PS (I-V),Madarsa unrecognized,80,0,0
ANANTAPUR,Rural,UPS (I-VIII),Madarsa unrecognized,72,0,0
ANANTAPUR,Urban,UPS (I-VIII),Madarsa unrecognized,323,0,0
ANANTAPUR,Rural,HSS (I-XII),Private Unaided (Recognized),0,0,1071
ANANTAPUR,Urban,HSS (I-XII),Private Unaided (Recognized),0,0,198
ANANTAPUR,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,13522
ANANTAPUR,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,23865
ANANTAPUR,Rural,PS (I-V),Private Unaided (Recognized),30766,0,0
ANANTAPUR,Urban,PS (I-V),Private Unaided (Recognized),47882,0,0
ANANTAPUR,Rural,SS (I-X),Private Unaided (Recognized),1017,348,0
ANANTAPUR,Urban,SS (I-X),Private Unaided (Recognized),1114,289,0
ANANTAPUR,Rural,SS (VI-X),Private Unaided (Recognized),0,13524,0
ANANTAPUR,Urban,SS (VI-X),Private Unaided (Recognized),0,18223,0
ANANTAPUR,Rural,UPS (I-VIII),Private Unaided (Recognized),24571,0,0
ANANTAPUR,Urban,UPS (I-VIII),Private Unaided (Recognized),14963,0,0
ANANTAPUR,Urban,SS (VI-X),Railway School,0,152,0
ANANTAPUR,Rural,HSS (I-XII),Social welfare Department,558,1029,937
ANANTAPUR,Urban,HSS (I-XII),Social welfare Department,76,157,70
ANANTAPUR,Rural,HSS (XI-XII),Social welfare Department,0,0,762
ANANTAPUR,Rural,SS (I-X),Social welfare Department,950,2031,0
ANANTAPUR,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,116
ANANTAPUR,Rural,SS (I-X),Tribal Welfare Department,353,715,0
ANANTAPUR,Urban,SS (I-X),Tribal Welfare Department,264,322,0
ANANTAPUR,Urban,PS (I-V),Unrecognized,34,0,0
ANANTAPUR,Rural,SS (I-X),Unrecognized,280,121,0
ANANTAPUR,Rural,UPS (I-VIII),Unrecognized,444,0,0
ANANTAPUR,Urban,UPS (I-VIII),Unrecognized,253,0,0
CHITTOOR,Rural,HSS (I-XII),Department of Education,0,353,365
CHITTOOR,Rural,HSS (VI-XII),Department of Education,0,3784,3619
CHITTOOR,Rural,HSS (XI-XII),Department of Education,0,0,13149
CHITTOOR,Urban,HSS (XI-XII),Department of Education,0,0,8412
CHITTOOR,Rural,PS (I-V),Department of Education,419,0,0
CHITTOOR,Urban,PS (I-V),Department of Education,365,0,0
CHITTOOR,Rural,SS (I-X),Department of Education,677,1516,0
CHITTOOR,Urban,SS (I-X),Department of Education,13,70,0
CHITTOOR,Rural,SS (VI-X),Department of Education,0,3844,0
CHITTOOR,Urban,SS (VI-X),Department of Education,0,2009,0
CHITTOOR,Rural,UPS (I-VIII),Department of Education,209,0,0
CHITTOOR,Urban,UPS (I-VIII),Department of Education,70,0,0
CHITTOOR,Rural,HSS (XI-XII),Government Aided,0,0,299
CHITTOOR,Urban,HSS (XI-XII),Government Aided,0,0,822
CHITTOOR,Rural,PS (I-V),Government Aided,270,0,0
CHITTOOR,Urban,PS (I-V),Government Aided,1563,0,0
CHITTOOR,Urban,SS (I-X),Government Aided,26,27,0
CHITTOOR,Rural,SS (VI-X),Government Aided,0,316,0
CHITTOOR,Urban,SS (VI-X),Government Aided,0,1560,0
CHITTOOR,Rural,UPS (I-VIII),Government Aided,214,0,0
CHITTOOR,Urban,UPS (I-VIII),Government Aided,185,0,0
CHITTOOR,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,0,156,0
CHITTOOR,Rural,SS (I-X),Kendriya Vidyalaya / Central School,226,78,0
CHITTOOR,Urban,SS (I-X),Kendriya Vidyalaya / Central School,877,409,0
CHITTOOR,Rural,PS (I-V),Local body,134164,0,0
CHITTOOR,Urban,PS (I-V),Local body,21787,0,0
CHITTOOR,Rural,SS (I-X),Local body,75,0,0
CHITTOOR,Rural,SS (VI-X),Local body,0,46209,0
CHITTOOR,Urban,SS (VI-X),Local body,0,11628,0
CHITTOOR,Rural,UPS (I-VIII),Local body,20111,0,0
CHITTOOR,Urban,UPS (I-VIII),Local body,4585,0,0
CHITTOOR,Urban,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),3,48,0
CHITTOOR,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),153,0,0
CHITTOOR,Rural,PS (I-V),Madarsa unrecognized,10,0,0
CHITTOOR,Rural,SS (VI-X),Madarsa unrecognized,0,95,0
CHITTOOR,Rural,UPS (I-VIII),Madarsa unrecognized,15,0,0
CHITTOOR,Rural,UPS (VI-VIII),Madarsa unrecognized,0,0,0
CHITTOOR,Rural,HSS (I-XII),Private Unaided (Recognized),0,0,182
CHITTOOR,Urban,HSS (I-XII),Private Unaided (Recognized),0,0,937
CHITTOOR,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,18054
CHITTOOR,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,44283
CHITTOOR,Rural,PS (I-V),Private Unaided (Recognized),28811,0,0
CHITTOOR,Urban,PS (I-V),Private Unaided (Recognized),44897,0,0
CHITTOOR,Rural,SS (I-X),Private Unaided (Recognized),3454,1688,0
CHITTOOR,Urban,SS (I-X),Private Unaided (Recognized),2256,1092,0
CHITTOOR,Rural,SS (VI-X),Private Unaided (Recognized),0,12351,0
CHITTOOR,Urban,SS (VI-X),Private Unaided (Recognized),0,21401,0
CHITTOOR,Rural,UPS (I-VIII),Private Unaided (Recognized),13303,0,0
CHITTOOR,Urban,UPS (I-VIII),Private Unaided (Recognized),9115,0,0
CHITTOOR,Rural,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
CHITTOOR,Rural,SS (VI-X),Sainik School,0,210,0
CHITTOOR,Rural,HSS (I-XII),Social welfare Department,388,867,672
CHITTOOR,Urban,HSS (I-XII),Social welfare Department,327,618,409
CHITTOOR,Rural,HSS (XI-XII),Social welfare Department,0,0,212
CHITTOOR,Rural,SS (I-X),Social welfare Department,322,816,0
CHITTOOR,Urban,HSS (I-XII),Tribal Welfare Department,48,209,375
CHITTOOR,Rural,HSS (VI-XII),Tribal Welfare Department,0,90,0
CHITTOOR,Rural,PS (I-V),Tribal Welfare Department,865,0,0
CHITTOOR,Rural,SS (I-X),Tribal Welfare Department,112,438,0
CHITTOOR,Urban,SS (I-X),Tribal Welfare Department,208,373,0
CHITTOOR,Rural,SS (VI-X),Tribal Welfare Department,0,23,0
CHITTOOR,Rural,UPS (I-VIII),Tribal Welfare Department,187,0,0
CHITTOOR,Rural,PS (I-V),Unrecognized,55,0,0
CHITTOOR,Urban,PS (I-V),Unrecognized,103,0,0
CHITTOOR,Urban,SS (I-X),Unrecognized,8,16,0
CHITTOOR,Rural,UPS (I-VIII),Unrecognized,340,0,0
CHITTOOR,Urban,UPS (I-VIII),Unrecognized,215,0,0
EAST GODAVARI,Rural,HSS (VI-XII),Department of Education,0,949,452
EAST GODAVARI,Rural,HSS (XI-XII),Department of Education,0,0,10780
EAST GODAVARI,Urban,HSS (XI-XII),Department of Education,0,0,11786
EAST GODAVARI,Rural,PS (I-V),Department of Education,99,0,0
EAST GODAVARI,Urban,PS (I-V),Department of Education,220,0,0
EAST GODAVARI,Rural,SS (I-X),Department of Education,252,735,0
EAST GODAVARI,Rural,SS (VI-X),Department of Education,0,2578,0
EAST GODAVARI,Urban,SS (VI-X),Department of Education,0,2598,0
EAST GODAVARI,Rural,HSS (XI-XII),Government Aided,0,0,3130
EAST GODAVARI,Urban,HSS (XI-XII),Government Aided,0,0,1584
EAST GODAVARI,Rural,PS (I-V),Government Aided,1540,0,0
EAST GODAVARI,Urban,PS (I-V),Government Aided,4311,0,0
EAST GODAVARI,Rural,SS (VI-X),Government Aided,0,780,0
EAST GODAVARI,Urban,SS (VI-X),Government Aided,0,2697,0
EAST GODAVARI,Rural,UPS (I-VIII),Government Aided,564,0,0
EAST GODAVARI,Urban,UPS (I-VIII),Government Aided,564,0,0
EAST GODAVARI,Urban,HSS (VI-XII),Jawahar Navodaya Vidyalaya,0,160,133
EAST GODAVARI,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,0,82,0
EAST GODAVARI,Rural,SS (I-X),Kendriya Vidyalaya / Central School,242,83,0
EAST GODAVARI,Urban,SS (I-X),Kendriya Vidyalaya / Central School,436,106,0
EAST GODAVARI,Rural,PS (I-V),Local body,155638,0,0
EAST GODAVARI,Urban,PS (I-V),Local body,28022,0,0
EAST GODAVARI,Rural,SS (I-X),Local body,1343,3340,0
EAST GODAVARI,Rural,SS (VI-X),Local body,0,64426,0
EAST GODAVARI,Urban,SS (VI-X),Local body,0,12744,0
EAST GODAVARI,Rural,UPS (I-VIII),Local body,22986,0,0
EAST GODAVARI,Urban,UPS (I-VIII),Local body,1471,0,0
EAST GODAVARI,Rural,UPS (I-VIII),Madarsa unrecognized,45,0,0
EAST GODAVARI,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,26620
EAST GODAVARI,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,39923
EAST GODAVARI,Rural,PS (I-V),Private Unaided (Recognized),37882,0,0
EAST GODAVARI,Urban,PS (I-V),Private Unaided (Recognized),30207,0,0
EAST GODAVARI,Rural,SS (I-X),Private Unaided (Recognized),23641,7528,0
EAST GODAVARI,Urban,SS (I-X),Private Unaided (Recognized),13902,5128,0
EAST GODAVARI,Rural,SS (VI-X),Private Unaided (Recognized),0,13941,0
EAST GODAVARI,Urban,SS (VI-X),Private Unaided (Recognized),0,14257,0
EAST GODAVARI,Rural,UPS (I-VIII),Private Unaided (Recognized),34332,0,0
EAST GODAVARI,Urban,UPS (I-VIII),Private Unaided (Recognized),11076,0,0
EAST GODAVARI,Rural,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
EAST GODAVARI,Urban,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
EAST GODAVARI,Rural,HSS (I-XII),Social welfare Department,320,1333,901
EAST GODAVARI,Urban,HSS (I-XII),Social welfare Department,73,154,150
EAST GODAVARI,Rural,HSS (XI-XII),Social welfare Department,0,0,1384
EAST GODAVARI,Urban,HSS (XI-XII),Social welfare Department,0,0,426
EAST GODAVARI,Rural,SS (I-X),Social welfare Department,364,747,0
EAST GODAVARI,Urban,SS (I-X),Social welfare Department,160,443,0
EAST GODAVARI,Rural,UPS (I-VIII),Social welfare Department,15,0,0
EAST GODAVARI,Rural,HSS (I-XII),Tribal Welfare Department,85,169,300
EAST GODAVARI,Rural,HSS (VI-XII),Tribal Welfare Department,0,0,0
EAST GODAVARI,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,1054
EAST GODAVARI,Rural,PS (I-V),Tribal Welfare Department,7437,0,0
EAST GODAVARI,Rural,SS (I-X),Tribal Welfare Department,2107,2236,0
EAST GODAVARI,Rural,SS (VI-X),Tribal Welfare Department,0,3453,0
EAST GODAVARI,Urban,SS (VI-X),Tribal Welfare Department,0,52,0
EAST GODAVARI,Rural,UPS (I-VIII),Tribal Welfare Department,1908,0,0
EAST GODAVARI,Rural,UPS (VI-VIII),Tribal Welfare Department,0,0,0
EAST GODAVARI,Rural,PS (I-V),Unrecognized,62,0,0
EAST GODAVARI,Rural,UPS (I-VIII),Unrecognized,388,0,0
GUNTUR,Rural,HSS (I-XII),Department of Education,23,285,300
GUNTUR,Rural,HSS (VI-XII),Department of Education,0,2943,2477
GUNTUR,Urban,HSS (VI-XII),Department of Education,0,78,80
GUNTUR,Rural,HSS (XI-XII),Department of Education,0,0,2952
GUNTUR,Urban,HSS (XI-XII),Department of Education,0,0,4257
GUNTUR,Rural,PS (I-V),Department of Education,304,0,0
GUNTUR,Urban,PS (I-V),Department of Education,363,0,0
GUNTUR,Rural,SS (I-X),Department of Education,233,492,0
GUNTUR,Urban,SS (I-X),Department of Education,166,370,0
GUNTUR,Rural,SS (VI-X),Department of Education,0,1748,0
GUNTUR,Urban,SS (VI-X),Department of Education,0,1442,0
GUNTUR,Rural,UPS (I-VIII),Department of Education,54,0,0
GUNTUR,Rural,HSS (XI-XII),Government Aided,0,0,2401
GUNTUR,Urban,HSS (XI-XII),Government Aided,0,0,6955
GUNTUR,Rural,PS (I-V),Government Aided,6496,0,0
GUNTUR,Urban,PS (I-V),Government Aided,3623,0,0
GUNTUR,Rural,SS (VI-X),Government Aided,0,3344,0
GUNTUR,Urban,SS (VI-X),Government Aided,0,3204,0
GUNTUR,Rural,UPS (I-VIII),Government Aided,462,0,0
GUNTUR,Urban,UPS (I-VIII),Government Aided,1333,0,0
GUNTUR,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,0,159,0
GUNTUR,Rural,HSS (I-XII),Kendriya Vidyalaya / Central School,447,84,39
GUNTUR,Rural,SS (I-X),Kendriya Vidyalaya / Central School,542,171,0
GUNTUR,Urban,SS (I-X),Kendriya Vidyalaya / Central School,725,318,0
GUNTUR,Rural,PS (I-V),Local body,124819,0,0
GUNTUR,Urban,PS (I-V),Local body,36151,0,0
GUNTUR,Rural,SS (I-X),Local body,448,241,0
GUNTUR,Rural,SS (VI-X),Local body,0,43143,0
GUNTUR,Urban,SS (VI-X),Local body,0,13465,0
GUNTUR,Rural,UPS (I-VIII),Local body,22893,0,0
GUNTUR,Urban,UPS (I-VIII),Local body,4405,0,0
GUNTUR,Urban,UPS (VI-VIII),Local body,0,0,0
GUNTUR,Rural,PS (I-V),Madarsa unrecognized,130,0,0
GUNTUR,Urban,PS (I-V),Madarsa unrecognized,366,0,0
GUNTUR,Urban,SS (I-X),Madarsa unrecognized,63,46,0
GUNTUR,Rural,UPS (I-VIII),Madarsa unrecognized,219,0,0
GUNTUR,Urban,UPS (I-VIII),Madarsa unrecognized,553,0,0
GUNTUR,Rural,PS (I-V),Other Govt. managed schools,164,0,0
GUNTUR,Urban,PS (I-V),Other Govt. managed schools,545,0,0
GUNTUR,Urban,HSS (I-XII),Private Unaided (Recognized),60,52,182
GUNTUR,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,13546
GUNTUR,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,50054
GUNTUR,Rural,PS (I-V),Private Unaided (Recognized),19738,0,0
GUNTUR,Urban,PS (I-V),Private Unaided (Recognized),27459,0,0
GUNTUR,Rural,SS (I-X),Private Unaided (Recognized),23336,8701,0
GUNTUR,Urban,SS (I-X),Private Unaided (Recognized),43892,22813,0
GUNTUR,Rural,SS (VI-X),Private Unaided (Recognized),0,6232,0
GUNTUR,Urban,SS (VI-X),Private Unaided (Recognized),0,17310,0
GUNTUR,Rural,UPS (I-VIII),Private Unaided (Recognized),14672,0,0
GUNTUR,Urban,UPS (I-VIII),Private Unaided (Recognized),16745,0,0
GUNTUR,Rural,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
GUNTUR,Urban,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
GUNTUR,Rural,HSS (I-XII),Social welfare Department,268,832,608
GUNTUR,Urban,HSS (I-XII),Social welfare Department,80,152,151
GUNTUR,Rural,HSS (XI-XII),Social welfare Department,0,0,425
GUNTUR,Urban,HSS (XI-XII),Social welfare Department,0,0,162
GUNTUR,Rural,SS (I-X),Social welfare Department,351,1154,0
GUNTUR,Urban,SS (I-X),Social welfare Department,212,632,0
GUNTUR,Rural,PS (I-V),Tribal Welfare Department,315,0,0
GUNTUR,Urban,PS (I-V),Tribal Welfare Department,44,0,0
GUNTUR,Rural,SS (I-X),Tribal Welfare Department,517,557,0
GUNTUR,Urban,SS (I-X),Tribal Welfare Department,439,533,0
GUNTUR,Rural,UPS (I-VIII),Tribal Welfare Department,214,0,0
GUNTUR,Urban,PS (I-V),Unrecognized,100,0,0
GUNTUR,Urban,UPS (I-VIII),Unrecognized,292,0,0
KADAPA,Rural,HSS (I-XII),Department of Education,80,752,806
KADAPA,Rural,HSS (VI-XII),Department of Education,0,3229,2905
KADAPA,Urban,HSS (VI-XII),Department of Education,0,73,71
